path	review_signals	signals_count
apps/backend/src/db/owner-migrate-url.test.ts		0
apps/backend/src/db/provision-app-role.test.ts		0
apps/backend/src/db/rls-isolation.test.ts		0
apps/backend/src/db/transientDbRetry.test.ts	117:query: vi.fn(async () => { | 134:const underlying = vi.fn( | 143:const cb = vi.fn()	3
apps/backend/src/domain/codeIngestion/codesearchClient.test.ts	"4:vi.fn(async () => ""signed-codesearch-jwt""), | 7:vi.mock(""../../auth/upstreamJwt.js"", () => ({ | 11:vi.mock(""../../config/env.js"", () => ({ | 19:vi.mock(""../../db/client.js"", () => ({ | 37:const fetchMock = vi.fn( | 44:vi.stubGlobal(""fetch"", fetchMock) | 70:const fetchMock = vi.fn( | 73:vi.stubGlobal(""fetch"", fetchMock) | 89:const fetchMock = vi.fn( | 92:vi.stubGlobal(""fetch"", fetchMock)"	16
apps/backend/src/domain/codeIngestion/codesearchIndexPhases.test.ts	"3:const signUpstreamJwtMock = vi.hoisted(() => vi.fn()) | 4:const parseEnvMock = vi.hoisted(() => vi.fn()) | 5:const codesearchBaseUrlMock = vi.hoisted(() => vi.fn()) | 7:vi.mock(""../../auth/upstreamJwt.js"", () => ({ | 10:vi.mock(""../../config/env.js"", () => ({ | 13:vi.mock(""../../lib/agentToolRuntime.js"", () => ({ | 16:vi.mock(""../../lib/withTransientHttpRetry.js"", () => ({ | 19:vi.mock(""../../observability/logger.js"", () => ({ | 20:log: { info: vi.fn(), error: vi.fn(), warn: vi.fn() }, | 35:vi.stubGlobal("	15
apps/backend/src/domain/codeIngestion/dependencyVendorPaths.test.ts		0
apps/backend/src/domain/conversations/workspace-history.test.ts	"3:const loadTurnsMock = vi.hoisted(() => vi.fn()) | 4:const runTanstackWorkspaceChatMock = vi.hoisted(() => vi.fn()) | 5:const loadThreadMock = vi.hoisted(() => vi.fn(async () => [])) | 7:vi.mock(""../../models/conversation-messages.js"", () => ({ | 11:vi.mock(""../workspaces/workspace-chat-persistence.js"", () => ({ | 22:vi.mock(""../../observability/langfuse.js"", () => ({ | 23:getLangfuseHandler: vi.fn(), | 27:vi.mock(""../workspaces/tanstack-workspace-chat.js"", () => ({"	8
apps/backend/src/domain/indexingSteps.test.ts		0
apps/backend/src/domain/workspaces/bind-github-connection.test.ts	"3:const getGithubInstallationByConnectionIdMock = vi.hoisted(() => vi.fn()) | 4:const resolveGithubInstallationForOrgDetailedMock = vi.hoisted(() => vi.fn()) | 6:vi.mock(""../../models/github-installation.js"", () => ({"	3
apps/backend/src/domain/workspaces/bootstrap.test.ts		0
apps/backend/src/domain/workspaces/chat-lifecycle.test.ts		0
apps/backend/src/domain/workspaces/chat-pull-request.test.ts		0
apps/backend/src/domain/workspaces/chat-runtime.test.ts	"2:import { existsSync, mkdtempSync, readFileSync, writeFileSync } from ""node:fs"" | 125:expect(readFileSync(join(home, ""opencode.json""), ""utf8"")).toContain( | 128:const exclude = readFileSync(join(repo, "".git/info/exclude""), ""utf8"") | 135:const dockerfile = readFileSync("	4
apps/backend/src/domain/workspaces/chat-sandbox-policy.test.ts	"156:const judge = vi.fn(async () => ""deny"" as const)"	1
apps/backend/src/domain/workspaces/checkout-read.test.ts	"3:const findRepositoriesByNormalizedGitUrls = vi.hoisted(() => vi.fn()) | 4:const listCheckoutTree = vi.hoisted(() => vi.fn()) | 5:const fetchCheckoutFileBytes = vi.hoisted(() => vi.fn()) | 6:const requireCurrentOrgId = vi.hoisted(() => vi.fn(() => ""org_1"")) | 8:vi.mock(""../../auth/context.js"", () => ({ | 12:vi.mock(""../../models/repositories.js"", () => ({ | 16:vi.mock(""../codeIngestion/codesearchClient.js"", () => ({"	7
apps/backend/src/domain/workspaces/claim-confidence.test.ts		0
apps/backend/src/domain/workspaces/clone-credentials.test.ts		0
apps/backend/src/domain/workspaces/commit-activity.test.ts		0
apps/backend/src/domain/workspaces/commit-subject.test.ts		0
apps/backend/src/domain/workspaces/complete-persisted-workspace-chat-run.test.ts	6:const update = vi.fn(async () => {}) | 28:const update = vi.fn(async () => {})	2
apps/backend/src/domain/workspaces/conversation-files.test.ts		0
apps/backend/src/domain/workspaces/conversation-publish.test.ts		0
apps/backend/src/domain/workspaces/derived-stores.test.ts	32:const embed = vi.fn().mockResolvedValue([[0.1, 0.2]])	1
apps/backend/src/domain/workspaces/dest-workspace-assignment.test.ts		0
apps/backend/src/domain/workspaces/dest-workspace-backfill.migration.test.ts	"1:import { existsSync, readFileSync } from ""node:fs"" | 7:const migrationSql = readFileSync("	2
apps/backend/src/domain/workspaces/dest-workspace-first.test.ts		0
apps/backend/src/domain/workspaces/ensure-org-repository.test.ts	"3:const findRepositoriesByNormalizedGitUrlsMock = vi.hoisted(() => vi.fn()) | 4:const bulkCreateRepositoriesForOrgMock = vi.hoisted(() => vi.fn()) | 5:const setRepositoryGithubConnectionIdMock = vi.hoisted(() => vi.fn()) | 6:const enqueueRepositoryIngestionWorkflowMock = vi.hoisted(() => vi.fn()) | 8:vi.mock(""../../models/repositories.js"", () => ({ | 14:vi.mock(""../../openworkflow/enqueue-repository-ingestion.js"", () => ({ | 44:const log = { error: vi.fn() }"	7
apps/backend/src/domain/workspaces/file-tree.test.ts		0
apps/backend/src/domain/workspaces/git-explorer.test.ts		0
apps/backend/src/domain/workspaces/git-file-jobs.test.ts		0
apps/backend/src/domain/workspaces/hydrate-phases.test.ts		0
apps/backend/src/domain/workspaces/hydrate-write-jobs.test.ts		0
apps/backend/src/domain/workspaces/hydrate.test.ts		0
apps/backend/src/domain/workspaces/job-sandbox.live.test.ts		0
apps/backend/src/domain/workspaces/job-sandbox.test.ts	"15:vi.fn( | 22:const deleteSandboxInstance = vi.hoisted(() => vi.fn(async () => {})) | 23:const persistSandboxInstance = vi.hoisted(() => vi.fn(async () => {})) | 25:vi.mock(""../../models/workspaces.js"", () => ({ | 29:listSandboxInstances: vi.fn(async () => []), | 30:heartbeatSandboxInstance: vi.fn(async () => {}), | 31:getSandboxInstance: vi.fn(async () => null), | 34:const destroyDetachedProviderSandbox = vi.hoisted(() => vi.fn(async () => {})) | 36:vi.mock(""./sandbox-provider.js"", async (importOriginal) => { | 102:const create = vi.fn()"	40
apps/backend/src/domain/workspaces/job-worktree.test.ts	168:const exec = vi.fn(async (command: string) => { | 193:const exec = vi.fn(async (command: string) => {	2
apps/backend/src/domain/workspaces/layout.test.ts		0
apps/backend/src/domain/workspaces/migration-export.test.ts		0
apps/backend/src/domain/workspaces/opencode-chat-stream.test.ts		0
apps/backend/src/domain/workspaces/project-workspace-commits.test.ts	"3:const getWorkspaceByIdMock = vi.hoisted(() => vi.fn()) | 4:const getWorkspaceCommitProjectionMock = vi.hoisted(() => vi.fn()) | 5:const listWorkspaceCommitShasMock = vi.hoisted(() => vi.fn()) | 6:const insertWorkspaceRepositoryCommitsMock = vi.hoisted(() => vi.fn()) | 7:const pruneWorkspaceRepositoryCommitsMock = vi.hoisted(() => vi.fn()) | 8:const upsertWorkspaceCommitProjectionMock = vi.hoisted(() => vi.fn()) | 9:const fetchGithubWorkspaceCommitsMock = vi.hoisted(() => vi.fn()) | 11:vi.mock(""../../models/workspaces.js"", () => ({ | 15:vi.mock(""../../models/workspace-commits.js"", () => ({ | 23:vi.mock(""./fetch-github-commits.js"", () => ({"	10
apps/backend/src/domain/workspaces/relink.test.ts		0
apps/backend/src/domain/workspaces/rename-rewrite.test.ts		0
apps/backend/src/domain/workspaces/revision.test.ts		0
apps/backend/src/domain/workspaces/sandbox-instance-store.test.ts	"3:const getSandboxInstance = vi.hoisted(() => vi.fn()) | 4:const persistSandboxInstance = vi.hoisted(() => vi.fn(async () => {})) | 5:const deleteSandboxInstance = vi.hoisted(() => vi.fn(async () => {})) | 6:const listSandboxInstances = vi.hoisted(() => vi.fn()) | 8:vi.mock(""../../models/workspaces.js"", () => ({ | 14:vi.mock(""../../db/client.js"", () => ({"	6
apps/backend/src/domain/workspaces/sandbox-provider.test.ts	"8:const dockerSandbox = vi.hoisted(() => vi.fn()) | 9:const sbxSandbox = vi.hoisted(() => vi.fn()) | 10:const dockerPing = vi.hoisted(() => vi.fn(async () => undefined)) | 12:vi.mock(""@tanstack/ai-sandbox-docker"", () => ({ | 17:vi.mock(""dockerode"", () => ({ | 75:const destroy = vi.fn(async () => undefined) | 76:const resume = vi.fn(async () => null) | 90:const destroy = vi.fn(async () => undefined)"	8
apps/backend/src/domain/workspaces/sandbox-registry.test.ts	"28:const destroyDetachedProviderSandbox = vi.hoisted(() => vi.fn(async () => {})) | 30:vi.mock(""./sandbox-provider.js"", () => ({ | 35:vi.fn(async (_orgId: string, fn: () => Promise<unknown>) => fn()), | 38:vi.mock(""../../db/client.js"", () => ({ | 47:vi.fn( | 55:vi.fn( | 63:vi.fn(async (_id?: string, _orgId?: string | null) => {}), | 65:const persistSandboxInstance = vi.hoisted(() => vi.fn(async () => {})) | 66:const heartbeatSandboxInstance = vi.hoisted(() => vi.fn(async () => {})) | 68:vi.fn("	13
apps/backend/src/domain/workspaces/slug.test.ts		0
apps/backend/src/domain/workspaces/tanstack-workspace-chat-persist.test.ts	"57:vi.fn(async function* (opts: { threadId: string; runId?: string }) { | 78:vi.mock(""@tanstack/ai"", () => ({ | 80:toServerSentEventsResponse: vi.fn(), | 81:toHttpResponse: vi.fn(), | 85:vi.mock(""@tanstack/ai-persistence"", () => ({ | 86:withPersistence: vi.fn((persistence: unknown) => persistence), | 88:vi.mock(""@tanstack/ai/middlewares/otel"", () => ({ | 91:vi.mock(""@tanstack/ai-opencode"", () => ({ | 92:opencodeText: vi.fn(() => ""adapter""), | 94:vi.mock(""@tanstack/ai-sandbox"", () => ({"	29
apps/backend/src/domain/workspaces/tanstack-workspace-chat.live.test.ts	"36:vi.mock(""../../auth/config.js"", () => ({ | 42:vi.mock(""../../auth/withAuth.js"", () => ({ | 46:vi.mock(""../../db/client.js"", () => ({ | 53:vi.mock(""../../graphs/conversationGraph/nodes/conversationNaming.js"", () => ({ | 54:nameConversationIfUnnamed: vi.fn().mockResolvedValue(null), | 57:vi.mock(""../../models/conversation-messages.js"", () => ({ | 58:loadConversationTurns: vi.fn(async () => []), | 59:appendConversationTurn: vi.fn(async () => {}), | 62:vi.mock(""../../models/conversations.js"", () => ({ | 63:getConversation: vi.fn(async (id: string) => ({"	24
apps/backend/src/domain/workspaces/tanstack-workspace-chat.multiturn.test.ts	"181:describe.skipIf(!opencodeOnPath())(""live two-turn workspace chat"", () => {"	1
apps/backend/src/domain/workspaces/tanstack-workspace-chat.test.ts	"4:vi.fn(async function* (opts: { threadId?: string; runId?: string }) { | 15:vi.fn((_model?: string, _opts?: { port?: number }) => ""adapter""), | 18:vi.fn(async () => ({ | 21:exec: vi.fn(async () => ({ stdout: """", stderr: """", exitCode: 0 })), | 23:destroy: vi.fn(async () => {}), | 27:vi.fn( | 39:const invalidateChatSandboxMock = vi.hoisted(() => vi.fn(async () => {})) | 40:const defineWorkspaceMock = vi.hoisted(() => vi.fn((input) => input)) | 41:const gitSourceMock = vi.hoisted(() => vi.fn((input) => input)) | 43:vi.fn((def: unknown, _opts?: unknown) => def),"	53
apps/backend/src/domain/workspaces/tip-resolve.test.ts	"80:const persist = vi.fn(async () => true) | 113:const persist = vi.fn(async () => true) | 149:const resolveTip = vi.fn(async () => ""newer-tip"") | 150:const reloadDesiredSha = vi.fn(async () => ""mid-tip"") | 179:const persist = vi.fn(async () => true) | 180:const resolveTip = vi.fn(async (_url: string, ref: string | null) => { | 210:const persist = vi.fn(async () => true)"	7
apps/backend/src/domain/workspaces/workspace-chat-agui.test.ts		0
apps/backend/src/domain/workspaces/workspace-chat-assistant-text.test.ts		0
apps/backend/src/domain/workspaces/workspace-chat-model-proxy.test.ts		0
apps/backend/src/domain/workspaces/workspace-chat-opencode-contract.test.ts	"1:import { readFileSync } from ""node:fs"" | 189:expect(readFileSync(configPath, ""utf8"")).toContain(""enabled_providers"")"	2
apps/backend/src/domain/workspaces/workspace-chat-opencode-messages.test.ts		0
apps/backend/src/domain/workspaces/workspace-chat-opencode-port.test.ts		0
apps/backend/src/domain/workspaces/workspace-chat-otel.test.ts		0
apps/backend/src/domain/workspaces/workspace-chat-persistence.test.ts		0
apps/backend/src/domain/workspaces/workspace-chat-retrieval.test.ts		0
apps/backend/src/domain/workspaces/workspace-chat-sandbox-health.test.ts	"23:const deleteSandboxInstance = vi.hoisted(() => vi.fn(async () => {})) | 25:vi.fn(async (): Promise<Array<{ id: string }>> => [{ id: ""sbx_1"" }]), | 28:vi.mock(""../../db/client.js"", () => ({ | 32:vi.mock(""../../models/workspaces.js"", () => ({ | 39:const destroy = vi.fn(async () => {})"	5
apps/backend/src/domain/workspaces/workspace-chat-sandbox-key.test.ts	219:const create = vi.fn(async (input: SandboxCreateInput) => | 222:const resume = vi.fn(async (input: SandboxResumeInput) =>	2
apps/backend/src/domain/workspaces/workspace-chat-sandbox-memo.test.ts	"15:const create = vi.fn(() => ""local-provider"") | 20:const missing = vi.fn(() => undefined) | 25:const later = vi.fn(() => ""docker-provider"") | 31:const create = vi.fn((handle) => { | 72:const create = vi.fn(() => ({ id: ""def_1"" }))"	5
apps/backend/src/domain/workspaces/workspace-chat-send-runtime.test.ts	"3:const ensureConversationMock = vi.hoisted(() => vi.fn()) | 4:const getWorkspaceByIdMock = vi.hoisted(() => vi.fn()) | 5:const resolveWorkspaceChatTurnRuntimeMock = vi.hoisted(() => vi.fn()) | 7:vi.mock(""../../models/conversations.js"", () => ({ | 9:touchConversationLastMessage: vi.fn(async () => {}), | 11:vi.mock(""../../models/workspaces.js"", () => ({ | 14:vi.mock(""../../config/env.js"", () => ({ | 17:vi.mock(""./workspace-chat-turn-runtime.js"", () => ({"	8
apps/backend/src/domain/workspaces/workspace-chat-tools.test.ts	"15:const getWorkspaceById = vi.hoisted(() => vi.fn()) | 16:const listLinkedRepositories = vi.hoisted(() => vi.fn()) | 17:const findRepositoriesByNormalizedGitUrls = vi.hoisted(() => vi.fn()) | 19:vi.fn(async () => ({ | 26:vi.mock(""../../db/client.js"", () => ({ | 41:vi.mock(""../../auth/withAuth.js"", () => ({ | 45:vi.mock(""../../models/workspaces.js"", () => ({ | 50:vi.mock(""../../models/repositories.js"", () => ({ | 54:vi.mock(""../../platform/graph/client.js"", () => ({"	9
apps/backend/src/domain/workspaces/workspace-chat-turn-runtime.test.ts	"3:const resolveGithubDefaultBranchMock = vi.hoisted(() => vi.fn()) | 4:const getRepoReadCloneTokenMock = vi.hoisted(() => vi.fn()) | 5:const githubRefExistsMock = vi.hoisted(() => vi.fn()) | 7:vi.mock(""../../routes/webhooks/github/github-workspace-tip.js"", () => ({ | 11:vi.mock(""../../models/github-installation.js"", () => ({ | 15:vi.mock(""../../services/github/installation-write-client.js"", () => ({ | 19:vi.mock(""../../models/conversations.js"", () => ({ | 20:persistConversationLastBranch: vi.fn(async () => {}),"	8
apps/backend/src/domain/workspaces/workspace-graph.test.ts		0
apps/backend/src/domain/workspaces/workspace-lifecycle.test.ts	"3:const createWorkspaceMock = vi.hoisted(() => vi.fn()) | 4:const updateWorkspaceMock = vi.hoisted(() => vi.fn()) | 5:const resolveWorkspaceGithubConnectionIdMock = vi.hoisted(() => vi.fn()) | 6:const ensureOrgRepositoryForGitUrlMock = vi.hoisted(() => vi.fn()) | 7:const destroySandboxesForWorkspaceMock = vi.hoisted(() => vi.fn()) | 8:const enqueueWorkspaceHydrateMock = vi.hoisted(() => vi.fn()) | 9:const enqueueWorkspaceTipCheckMock = vi.hoisted(() => vi.fn()) | 10:const enqueueWorkspaceWriteCommitMock = vi.hoisted(() => vi.fn()) | 12:vi.mock(""../../models/workspaces.js"", () => ({ | 17:vi.mock(""./bind-github-connection.js"", () => ({"	16
apps/backend/src/domain/workspaces/write-commit-files.test.ts		0
apps/backend/src/domain/workspaces/write-job-agent.test.ts	64:const withSandbox = vi.fn()	1
apps/backend/src/domain/workspaces/write-job-intent.test.ts		0
apps/backend/src/domain/workspaces/write-job-resume.test.ts	7:const claim = vi.fn().mockResolvedValue(true) | 8:const enqueue = vi.fn().mockResolvedValue(undefined) | 9:const log = { error: vi.fn() } | 56:const claim = vi.fn().mockResolvedValue(false) | 57:const enqueue = vi.fn() | 76:log: { error: vi.fn() },	6
apps/backend/src/domain/workspaces/write-jobs.test.ts		0
apps/backend/src/domain/workspaces/write-runner.test.ts		0
apps/backend/src/domain/workspaces/write-status.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/extractionSubgraph.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/nodes/deduplicateAndStore.test.ts	"23:const db = { select: vi.fn() } as unknown as Db | 33:const limit = vi.fn().mockResolvedValue([{ id: ""obj_existing"" }]) | 34:const where = vi.fn().mockReturnValue({ limit }) | 35:const from = vi.fn().mockReturnValue({ where }) | 37:select: vi.fn().mockReturnValue({ from }), | 50:const limit = vi.fn().mockResolvedValue([]) | 51:const where = vi.fn().mockReturnValue({ limit }) | 52:const from = vi.fn().mockReturnValue({ where }) | 54:select: vi.fn().mockReturnValue({ from }), | 62:const db = { select: vi.fn() } as unknown as Db"	14
apps/backend/src/graphs/codeIngestionGraph/nodes/embed.test.ts	"5:const generateEmbeddingsMock = vi.hoisted(() => vi.fn()) | 7:vi.fn().mockResolvedValue(undefined), | 9:const getOrgDbMock = vi.hoisted(() => vi.fn()) | 11:vi.mock(""../../../retrieval/services/modelProvider.js"", () => ({ | 16:vi.mock(""../setIngestionIndexingStep.js"", () => ({ | 20:vi.mock(""../../../db/client.js"", () => ({ | 81:const returning = vi.fn().mockResolvedValue([{ id: ""obj_a"" }]) | 82:const updateWhere = vi.fn().mockReturnValue({ returning }) | 83:const updateSet = vi.fn().mockReturnValue({ where: updateWhere }) | 84:const update = vi.fn().mockReturnValue({ set: updateSet })"	13
apps/backend/src/graphs/codeIngestionGraph/nodes/extractInstructionUnits.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/nodes/extractKind.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/nodes/extractionSubmissionRoot.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/nodes/identifyAPIClients.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/nodes/identifyApiClaims.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/nodes/identifyInfrastructure.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/nodes/identifyLibraries.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/nodes/identifyPatterns.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/nodes/identifyRootsDeterministic.test.ts	"4:const listFilesMock = vi.hoisted(() => vi.fn()) | 5:const globFilesMock = vi.hoisted(() => vi.fn()) | 6:const fetchFilesMock = vi.hoisted(() => vi.fn()) | 8:vi.mock(""../../../domain/codeIngestion/codesearchClient.js"", () => ({"	4
apps/backend/src/graphs/codeIngestionGraph/nodes/identifyServiceDependencies.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/nodes/identifyStreams.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/nodes/narrowRootsForPartialDiff.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/nodes/openApiSpecDiscovery.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/nodes/partialIngestionScope.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/nodes/reindex.test.ts	"4:const signUpstreamJwtMock = vi.hoisted(() => vi.fn()) | 5:const parseEnvMock = vi.hoisted(() => vi.fn()) | 6:const codesearchBaseUrlMock = vi.hoisted(() => vi.fn()) | 8:vi.fn(async (run: () => Promise<Response>) => { | 13:const getInstallationTokenMock = vi.hoisted(() => vi.fn()) | 15:const spanEnd = vi.fn() | 18:startActiveSpan: vi.fn( | 28:vi.mock(""../../../auth/upstreamJwt.js"", () => ({ | 31:vi.mock(""../../../config/env.js"", () => ({ | 34:vi.mock(""../../../lib/agentToolRuntime.js"", () => ({"	24
apps/backend/src/graphs/codeIngestionGraph/runExtractRoot.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/schemas.test.ts		0
apps/backend/src/graphs/codeIngestionGraph/setIngestionIndexingStep.test.ts	"4:vi.fn((_orgId: string, fn: () => unknown) => Promise.resolve(fn())), | 6:const tryGetOrgDbMock = vi.hoisted(() => vi.fn(() => undefined)) | 8:vi.fn().mockResolvedValue(undefined), | 11:vi.mock(""../../db/client.js"", () => ({ | 17:vi.mock(""../../models/repositories.js"", () => ({"	5
apps/backend/src/graphs/codeIngestionGraph/withIngestAgentContext.test.ts	"4:handleChainStart: vi.fn().mockResolvedValue(undefined), | 5:handleChainEnd: vi.fn().mockResolvedValue(undefined), | 6:handleChainError: vi.fn().mockResolvedValue(undefined), | 7:handleGenerationStart: vi.fn().mockResolvedValue(undefined), | 8:handleLLMEnd: vi.fn().mockResolvedValue(undefined), | 9:handleLLMError: vi.fn().mockResolvedValue(undefined), | 12:vi.fn(function MockCallbackHandler() { | 16:const callbackManagerConstructorMock = vi.hoisted(() => vi.fn()) | 18:vi.fn((_config: unknown, fn: () => unknown) => fn()), | 21:vi.mock(""@langfuse/langchain"", () => ({"	12
apps/backend/src/graphs/conversationGraph/nodes/conversationNaming.test.ts	"4:const getConversationMock = vi.hoisted(() => vi.fn()) | 5:const updateConversationMock = vi.hoisted(() => vi.fn()) | 6:const getModelMock = vi.hoisted(() => vi.fn()) | 7:const getConfigMock = vi.hoisted(() => vi.fn()) | 8:const getWriterMock = vi.hoisted(() => vi.fn()) | 10:vi.mock(""@langchain/langgraph"", () => ({ | 15:vi.mock(""../../../models/conversations.js"", () => ({ | 20:vi.mock(""../../../retrieval/services/modelProvider.js"", () => ({ | 84:getWriterMock.mockReturnValue(vi.fn()) | 94:invoke: vi.fn().mockResolvedValue({ content: ""Repo layout"" }),"	11
apps/backend/src/graphs/conversationGraph/nodes/knowledgeGraphFocus.test.ts		0
apps/backend/src/lib/agentToolRuntime.test.ts	"3:vi.mock(""../models/repositories.js"", () => ({ | 4:getRepositoryForOrg: vi.fn(), | 5:listRepositoriesForOrg: vi.fn(),"	3
apps/backend/src/lib/atlassian-api-base-url.test.ts		0
apps/backend/src/lib/buildSourceLink.test.ts		0
apps/backend/src/lib/connection-config-slack.test.ts		0
apps/backend/src/lib/connection-config.test.ts		0
apps/backend/src/lib/forge-app-manifest.test.ts		0
apps/backend/src/lib/forge-provision-error-map.test.ts		0
apps/backend/src/lib/id.test.ts		0
apps/backend/src/lib/memoryFitError.test.ts		0
apps/backend/src/lib/withTransientHttpRetry.test.ts	"3:vi.mock(""../observability/logger.js"", () => ({ | 5:info: vi.fn(), | 6:error: vi.fn(), | 7:warn: vi.fn(), | 132:const run = vi.fn().mockResolvedValue(new Response(""bad"", { status: 502 })) | 178:const run = vi.fn().mockImplementation(async () => { | 188:const run = vi.fn().mockImplementation(async () => {"	7
apps/backend/src/mcp/tools.test.ts	"14:generateObjectIdMock: vi.fn(() => ""conv_test""), | 15:collectChatMock: vi.fn(), | 16:ensureConversationMock: vi.fn(async () => ({})), | 17:touchConversationLastMessageMock: vi.fn(async () => {}), | 18:requireCurrentUserIdMock: vi.fn(() => ""user_test123""), | 19:requireCurrentOrgIdMock: vi.fn(() => ""org_test""), | 20:requireCurrentOrgSlugMock: vi.fn(() => ""test-org""), | 21:listWorkspacesMock: vi.fn( | 35:getWorkspaceByIdMock: vi.fn(async () => ({ | 45:vi.mock(""../domain/workspaces/tanstack-workspace-chat.js"", () => ({"	32
apps/backend/src/models/atlassian-connector.org-tx.test.ts	"4:vi.fn(async (_orgId: string, fn: (db: unknown) => Promise<unknown>) => | 18:vi.fn(() => { | 25:vi.mock(""../db/client.js"", () => ({ | 54:const limit = vi.fn().mockResolvedValue([])"	4
apps/backend/src/models/connector-sync-target.test.ts		0
apps/backend/src/models/github-installation-token.test.ts		0
apps/backend/src/models/github-mcp-config-pr.test.ts		0
apps/backend/src/models/linear-connector.test.ts	"21:getSystemDb: vi.fn(), | 22:getConnectionDirectoryByConnectionId: vi.fn(), | 23:upsertConnectionDirectory: vi.fn(), | 26:vi.mock(""../db/client.js"", async (importOriginal) => { | 41:vi.mock(""./connection-directory.js"", async (importOriginal) => { | 70:const limit = vi.fn().mockResolvedValue([ | 91:const returning = vi.fn().mockResolvedValue(claimedIds.map((id) => ({ id }))) | 93:select: vi.fn(() => ({ | 94:from: vi.fn(() => ({ | 95:where: vi.fn(() => ({ limit })),"	31
apps/backend/src/models/linear-token-refresh.org-tx.test.ts	"15:vi.mock(""./connection-directory.js"", () => ({ | 16:upsertConnectionDirectory: vi.fn(async () => undefined), | 17:deleteConnectionDirectory: vi.fn(async () => undefined), | 20:vi.mock(""../db/client.js"", async (importOriginal) => { | 41:const limit = vi.fn().mockResolvedValue([selectRow]) | 42:const returning = vi.fn().mockResolvedValue([{ id: selectRow.id }]) | 44:execute: vi.fn().mockResolvedValue(undefined), | 45:select: vi.fn(() => ({ | 46:from: vi.fn(() => ({ | 47:where: vi.fn(() => ({ limit })),"	13
